,timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
0,2022-11-09,3420.0,3429.55,3275.0,3298.1499,3298.1499,65443,0.0,1.0
1,2022-11-07,3736.5,3770.7,3405.0,3413.7,3413.7,79895,0.0,1.0
2,2022-11-04,3797.1001,3797.1001,3711.0,3745.05,3745.05,9757,0.0,1.0
3,2022-11-03,3751.3999,3795.0,3734.0,3780.25,3780.25,20624,0.0,1.0
4,2022-11-02,3842.75,3902.0,3773.2,3780.95,3780.95,19216,0.0,1.0
5,2022-11-01,3604.8,3850.35,3604.8,3835.25,3835.25,36440,0.0,1.0
6,2022-10-31,3551.35,3619.35,3551.35,3607.0,3607.0,6705,0.0,1.0
7,2022-10-28,3630.05,3635.0,3541.1499,3547.25,3547.25,14550,0.0,1.0
8,2022-10-27,3605.3501,3631.6001,3599.8999,3621.6499,3621.6499,11816,0.0,1.0
9,2022-10-25,3620.0,3620.0,3568.1001,3599.8999,3599.8999,129374,0.0,1.0
10,2022-10-24,3629.0,3629.7,3585.75,3612.0,3612.0,1457,0.0,1.0
11,2022-10-21,3651.5,3667.6001,3563.6001,3569.55,3569.55,4327,0.0,1.0
12,2022-10-20,3589.6499,3655.0,3564.3999,3651.3,3651.3,11551,0.0,1.0
13,2022-10-19,3563.05,3612.95,3561.0,3610.1499,3610.1499,14340,0.0,1.0
14,2022-10-18,3575.25,3596.0,3562.95,3571.8501,3571.8501,9933,0.0,1.0
15,2022-10-17,3567.95,3600.3,3555.8,3580.0,3580.0,185197,0.0,1.0
16,2022-10-14,3569.5,3586.6499,3542.3501,3571.95,3571.95,14632,0.0,1.0
17,2022-10-13,3519.95,3541.75,3500.0,3524.3501,3524.3501,4705,0.0,1.0
18,2022-10-12,3502.0,3540.0,3473.05,3524.75,3524.75,13616,0.0,1.0
19,2022-10-11,3721.3501,3721.3501,3485.0,3497.5,3497.5,211190,0.0,1.0
20,2022-10-10,3675.0,3738.7,3650.0,3682.7,3682.7,5746,0.0,1.0
21,2022-10-07,3705.6001,3750.0,3693.3999,3735.2,3735.2,10019,0.0,1.0
22,2022-10-06,3800.0,3802.45,3713.5,3736.8,3736.8,9029,0.0,1.0
23,2022-10-04,3746.0,3794.0,3738.6499,3779.3999,3779.3999,7412,0.0,1.0
24,2022-10-03,3714.8999,3795.0,3700.05,3726.5,3726.5,13169,0.0,1.0
25,2022-09-30,3712.0,3730.05,3610.3999,3684.5,3684.5,22661,0.0,1.0
26,2022-09-29,3728.0,3750.0,3665.05,3693.8999,3693.8999,30126,0.0,1.0
27,2022-09-28,3640.05,3725.0,3640.05,3705.55,3705.55,15489,0.0,1.0
28,2022-09-27,3662.05,3711.75,3634.5,3678.0,3678.0,15389,0.0,1.0
29,2022-09-26,3630.1001,3718.3501,3598.8501,3669.3501,3669.3501,22430,0.0,1.0
30,2022-09-23,3570.0,3698.8999,3570.0,3641.8999,3641.8999,35623,0.0,1.0
31,2022-09-22,3570.0,3593.25,3544.8501,3580.5,3580.5,6589,0.0,1.0
32,2022-09-21,3633.95,3644.2,3570.0,3572.8999,3572.8999,11094,0.0,1.0
33,2022-09-20,3639.0,3651.55,3618.0,3633.95,3633.95,12346,0.0,1.0
34,2022-09-19,3570.0,3630.95,3555.0,3619.7,3619.7,136049,0.0,1.0
35,2022-09-16,3630.0,3630.0,3561.25,3573.8999,3573.8999,9986,0.0,1.0
36,2022-09-15,3664.6001,3679.0,3590.1001,3605.2,3605.2,15358,0.0,1.0
37,2022-09-14,3592.1499,3688.75,3592.1499,3664.6001,3664.6001,21686,0.0,1.0
38,2022-09-13,3688.0,3705.0,3650.3999,3676.6001,3676.6001,14536,0.0,1.0
39,2022-09-12,3602.0,3689.3501,3602.0,3676.6499,3676.6499,16709,0.0,1.0
40,2022-09-09,3570.0,3618.0,3570.0,3601.55,3601.55,7259,0.0,1.0
41,2022-09-08,3591.0,3610.0,3565.0,3568.3501,3568.3501,16206,0.0,1.0
42,2022-09-07,3575.55,3600.8999,3561.1001,3591.3,3591.3,6954,0.0,1.0
43,2022-09-06,3596.0,3612.6001,3575.75,3585.1001,3585.1001,13121,0.0,1.0
44,2022-09-05,3571.25,3602.8999,3552.3999,3595.25,3595.25,32716,0.0,1.0
45,2022-09-02,3620.0,3620.0,3575.1001,3601.95,3601.95,51978,0.0,1.0
46,2022-09-01,3605.0,3622.0,3583.6001,3599.05,3599.05,8682,0.0,1.0
47,2022-08-30,3575.1,3630.9,3575.1,3625.0,3625.0,23186,0.0,1.0
48,2022-08-29,3452.05,3614.2,3452.05,3584.85,3584.85,23915,0.0,1.0
49,2022-08-26,3538.05,3600.0,3538.05,3587.1499,3587.1499,33590,0.0,1.0
50,2022-08-25,3510.0,3561.7,3504.6001,3538.05,3538.05,37173,0.0,1.0
51,2022-08-24,3537.0,3546.6001,3448.0,3496.3,3496.3,112952,0.0,1.0
52,2022-08-23,3555.0,3585.0,3530.0,3534.8999,3534.8999,43696,0.0,1.0
53,2022-08-22,3650.0,3671.8501,3559.6499,3580.1001,3580.1001,54716,0.0,1.0
54,2022-08-19,3723.1499,3757.3,3675.3,3696.05,3696.05,55051,0.0,1.0
55,2022-08-18,3775.95,3775.95,3714.95,3744.3999,3744.3999,41815,0.0,1.0
56,2022-08-17,3750.0,3779.0,3737.0,3749.45,3749.45,90892,0.0,1.0
57,2022-08-16,3767.45,3782.1499,3707.0,3734.2,3734.2,52437,0.0,1.0
58,2022-08-12,3950.0,3957.7,3700.55,3728.2,3728.2,131213,0.0,1.0
59,2022-08-11,3945.0,3956.3501,3906.0,3945.1499,3945.1499,5111,30.0,1.0
60,2022-08-10,3960.0,3976.7,3911.0,3945.6499,3915.6499,12458,0.0,1.0
61,2022-08-08,3937.3501,3948.0,3878.0,3938.6499,3908.7031,4525,0.0,1.0
62,2022-08-05,3900.0,3949.55,3900.0,3911.05,3881.3131,7733,0.0,1.0
63,2022-08-04,3825.0,3901.95,3812.55,3886.05,3856.5032,23656,0.0,1.0
64,2022-08-03,3850.0,3866.0,3780.8,3824.05,3794.9746,12690,0.0,1.0
65,2022-08-02,3797.0,3841.0,3787.5,3826.8,3797.7037,5664,0.0,1.0
66,2022-08-01,3850.0,3856.35,3780.8,3794.25,3765.4011,404267,0.0,1.0
67,2022-07-29,3870.0,3882.75,3822.1,3829.5,3800.3831,12012,0.0,1.0
68,2022-07-28,3790.5,3860.0,3777.0,3848.2,3818.9409,8337,0.0,1.0
69,2022-07-27,3700.0,3806.4,3670.15,3786.05,3757.2635,14505,0.0,1.0
70,2022-07-26,3757.0,3768.75,3682.0,3687.4,3659.3636,4246,0.0,1.0
71,2022-07-25,3795.0,3818.05,3765.0,3773.15,3744.4616,8363,0.0,1.0
72,2022-07-22,3799.0,3814.1,3762.0,3797.1,3768.2295,3243,0.0,1.0
73,2022-07-21,3776.4,3799.0,3745.0,3794.15,3765.3019,10957,0.0,1.0
74,2022-07-20,3777.25,3783.0,3736.65,3742.3,3713.8461,3970,0.0,1.0
75,2022-07-19,3762.0,3764.95,3730.9,3752.95,3724.4152,3267,0.0,1.0
76,2022-07-18,3735.2,3787.4,3721.3,3738.15,3709.7277,189658,0.0,1.0
77,2022-07-15,3770.0,3770.0,3700.3,3728.15,3699.8037,8011,0.0,1.0
78,2022-07-14,3778.1,3826.6,3716.85,3735.0,3706.6016,7267,0.0,1.0
79,2022-07-13,3695.0,3785.0,3691.0,3778.1,3749.3739,15868,0.0,1.0
80,2022-07-12,3686.0,3741.15,3681.85,3688.9,3660.8521,12068,0.0,1.0
81,2022-07-11,3694.0,3745.2,3633.75,3734.6,3706.2047,13075,0.0,1.0
82,2022-07-08,3663.0,3691.7,3647.0,3671.0,3643.0882,6644,0.0,1.0
83,2022-07-07,3670.0,3709.05,3606.0,3657.45,3629.6413,19893,0.0,1.0
84,2022-07-06,3615.0,3659.0,3600.05,3646.4,3618.6753,8588,0.0,1.0
85,2022-07-05,3650.0,3678.45,3603.35,3610.35,3582.8994,5230,0.0,1.0
86,2022-07-04,3685.0,3685.0,3597.1,3638.4,3610.7361,6244,0.0,1.0
87,2022-07-01,3595.0,3647.75,3581.35,3634.8,3607.1635,6796,0.0,1.0
88,2022-06-30,3555.0,3637.15,3551.15,3631.0,3603.3924,9934,0.0,1.0
89,2022-06-29,3575.0,3596.7,3546.0,3584.5,3557.2459,29369,0.0,1.0
90,2022-06-28,3678.8,3678.8,3583.4,3613.95,3586.472,10473,0.0,1.0
91,2022-06-27,3724.9,3724.9,3660.15,3673.5,3645.5692,7051,0.0,1.0
92,2022-06-24,3679.0,3700.0,3640.65,3680.4,3652.4168,16560,0.0,1.0
93,2022-06-23,3621.0,3689.0,3607.6,3666.6,3638.7217,37633,0.0,1.0
94,2022-06-22,3598.0,3622.85,3545.25,3603.4,3576.0022,25284,0.0,1.0
95,2022-06-21,3572.35,3614.6,3544.4,3599.7,3572.3304,8255,0.0,1.0
96,2022-06-20,3510.0,3539.0,3454.0,3529.1,3502.2672,8317,0.0,1.0
97,2022-06-17,3575.0,3575.0,3458.0,3481.3,3454.8306,17621,0.0,1.0
98,2022-06-16,3620.0,3620.0,3535.0,3564.65,3537.5469,13756,0.0,1.0
99,2022-06-15,3553.0,3589.75,3522.5,3580.7,3553.4748,39081,0.0,1.0
100,2022-06-14,3449.85,3546.5,3449.85,3526.4,3499.5877,7966,0.0,1.0
101,2022-06-13,3488.5,3521.35,3458.5,3472.65,3446.2464,12895,0.0,1.0
102,2022-06-10,3500.0,3540.0,3450.0,3526.15,3499.3396,11385,0.0,1.0
103,2022-06-09,3480.0,3517.0,3453.2,3507.55,3480.881,11453,0.0,1.0
104,2022-06-08,3499.0,3519.0,3470.0,3499.6,3472.9915,7090,0.0,1.0
105,2022-06-07,3498.0,3516.5,3450.55,3500.75,3474.1327,17262,0.0,1.0
106,2022-06-06,3470.0,3524.6,3470.0,3500.6,3473.9839,18937,0.0,1.0
107,2022-06-03,3545.0,3567.0,3472.3,3479.85,3453.3916,198006,0.0,1.0
108,2022-06-02,3560.0,3560.0,3505.5,3524.9,3498.0991,14512,0.0,1.0
109,2022-06-01,3629.9,3636.0,3538.3,3556.3,3529.2603,12814,0.0,1.0
110,2022-05-31,3598.0,3627.1,3528.5,3591.25,3563.9446,31913,0.0,1.0
111,2022-05-30,3585.0,3611.3,3531.65,3568.8,3541.6653,24568,0.0,1.0
112,2022-05-27,3500.0,3538.9,3450.05,3514.45,3487.7285,48941,0.0,1.0
113,2022-05-26,3531.0,3563.35,3365.1,3449.15,3422.925,43601,0.0,1.0
114,2022-05-25,3698.5,3703.4,3500.0,3518.7,3491.9462,47743,0.0,1.0
115,2022-05-24,3910.0,3910.0,3650.0,3662.05,3634.2063,91660,0.0,1.0
116,2022-05-23,4301.0,4438.3,3875.95,3897.55,3867.9157,78082,0.0,1.0
117,2022-05-20,4210.0,4325.0,4210.0,4306.6,4273.8556,8939,0.0,1.0
118,2022-05-19,4245.0,4330.45,4191.6,4200.5,4168.5623,5720,0.0,1.0
119,2022-05-18,4319.95,4384.9,4291.6,4365.6,4332.407,76008,0.0,1.0
120,2022-05-17,4222.0,4314.3,4203.05,4302.25,4269.5387,7436,0.0,1.0
121,2022-05-16,4283.0,4307.05,4210.05,4219.55,4187.4675,7045,0.0,1.0
122,2022-05-13,4274.0,4353.4,4257.1,4283.75,4251.1793,23237,0.0,1.0
123,2022-05-12,4295.0,4295.0,4142.0,4233.05,4200.8648,22676,0.0,1.0
124,2022-05-11,4296.0,4325.05,4245.0,4292.95,4260.3094,39585,0.0,1.0
125,2022-05-10,4191.0,4307.1,4191.0,4297.1,4264.4278,11734,0.0,1.0
126,2022-05-09,4157.65,4254.6,4125.0,4231.9,4199.7236,6282,0.0,1.0
127,2022-05-06,4285.0,4312.3,4125.0,4157.65,4126.0381,52068,0.0,1.0
