,timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
0,2022-11-09,20505.0508,20849.9492,20205.0,20322.6504,20322.6504,2537,0.0,1.0
1,2022-11-07,20411.0508,20711.8496,20381.4492,20494.5996,20494.5996,1571,0.0,1.0
2,2022-11-04,20371.4492,20513.9492,20314.75,20424.5,20424.5,561,0.0,1.0
3,2022-11-03,20180.0,20461.9492,20170.0,20418.8008,20418.8008,1949,0.0,1.0
4,2022-11-02,20548.0,20667.0996,20222.5508,20387.9004,20387.9004,1804,0.0,1.0
5,2022-11-01,20400.0,20720.0,20390.3008,20590.9492,20590.9492,2664,0.0,1.0
6,2022-10-31,20301.0508,20450.0508,20147.25,20367.9004,20367.9004,2190,120.0,1.0
7,2022-10-28,20050.8496,20357.9004,20050.8496,20293.5508,20173.5508,1073,0.0,1.0
8,2022-10-27,20400.55,20481.95,19916.0,20101.25,19982.3871,1652,0.0,1.0
9,2022-10-25,20850.0,21004.45,20219.25,20281.65,20161.7204,2095,0.0,1.0
10,2022-10-21,20050.0,20344.85,20030.0,20276.2,20156.3026,2132,0.0,1.0
11,2022-10-20,19779.6,20130.0,19669.2,20054.65,19936.0627,4847,0.0,1.0
12,2022-10-19,19385.0,19849.95,19247.85,19754.65,19637.8366,3696,0.0,1.0
13,2022-10-18,19016.35,19434.2,19016.35,19385.0,19270.3724,1605,0.0,1.0
14,2022-10-17,18850.0,19054.0,18796.35,18934.65,18822.6855,45848,0.0,1.0
15,2022-10-14,18945.0,19021.25,18869.8,18919.1,18807.2274,557,0.0,1.0
16,2022-10-13,18772.0,18900.0,18625.1,18753.0,18642.1096,443,0.0,1.0
17,2022-10-12,18585.05,18748.0,18459.45,18721.35,18610.6467,1236,0.0,1.0
18,2022-10-11,19200.05,19200.05,18411.95,18459.45,18350.2954,45324,0.0,1.0
19,2022-10-10,19049.95,19205.0,19003.5,19096.55,18983.6281,800,0.0,1.0
20,2022-10-07,19250.05,19383.05,19167.6,19321.45,19207.1982,446,0.0,1.0
21,2022-10-06,19255.05,19501.0,19250.0,19296.7,19182.5946,571,0.0,1.0
22,2022-10-04,19060.35,19343.85,19060.35,19248.7,19134.8784,686,0.0,1.0
