,timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
0,2022-11-09,1045.0,1049.65,1025.1,1029.1,1029.1,349424,18.0,1.0
1,2022-11-07,1053.9,1066.8,1044.5,1053.55,1035.1223,276720,0.0,1.0
2,2022-11-04,1053.0,1058.45,1039.05,1053.7,1035.2697,65646,0.0,1.0
3,2022-11-03,1073.7,1073.7,1050.05,1052.95,1034.5328,162889,0.0,1.0
4,2022-11-02,1072.95,1098.45,1066.25,1081.7,1062.78,189286,0.0,1.0
5,2022-11-01,1066.0,1079.9,1047.55,1071.65,1052.9058,222715,0.0,1.0
6,2022-10-31,1050.0,1078.0,1050.0,1063.5,1044.8983,143095,0.0,1.0
7,2022-10-28,1077.4,1080.0,1045.5,1047.95,1029.6203,52578,0.0,1.0
8,2022-10-27,1090.0,1098.45,1067.15,1075.15,1056.3445,108238,0.0,1.0
9,2022-10-25,1051.0,1085.5,1050.4,1082.55,1063.6151,97565,0.0,1.0
10,2022-10-21,1037.4,1044.6,1031.15,1041.25,1023.0375,20681,0.0,1.0
11,2022-10-20,1011.9,1043.15,1007.7,1041.0,1022.7919,87415,0.0,1.0
12,2022-10-19,1020.55,1029.7,1016.5,1019.2,1001.3732,46632,0.0,1.0
13,2022-10-18,1032.95,1033.95,1014.0,1019.6,1001.7662,38434,0.0,1.0
14,2022-10-17,1018.95,1027.5,1007.55,1022.95,1005.0576,849059,0.0,1.0
15,2022-10-14,1034.0,1050.0,1016.55,1019.6,1001.7662,131355,0.0,1.0
16,2022-10-13,1015.05,1020.8,1003.6,1012.8,995.0851,118305,0.0,1.0
17,2022-10-12,1005.05,1018.65,998.65,1016.05,998.2783,123300,0.0,1.0
18,2022-10-11,1035.0,1035.8,1001.0,1005.05,987.4707,869438,0.0,1.0
19,2022-10-10,1009.0,1033.0,1004.1,1029.95,1011.9351,192905,0.0,1.0
20,2022-10-07,1031.35,1036.0,1022.0,1023.85,1005.9418,106875,0.0,1.0
21,2022-10-06,1032.0,1045.0,1027.95,1031.35,1013.3106,189005,0.0,1.0
22,2022-10-04,1020.0,1035.95,1017.25,1028.3,1010.314,40146,0.0,1.0
23,2022-10-03,1010.0,1018.55,999.95,1006.1,988.5023,169812,0.0,1.0
24,2022-09-30,1007.2,1018.6,985.0,1008.2,990.5656,164836,0.0,1.0
25,2022-09-29,1039.2,1043.6,1002.0,1010.5,992.8253,232723,0.0,1.0
26,2022-09-28,1018.8,1036.35,1009.0,1029.6,1011.5913,123927,0.0,1.0
27,2022-09-27,1037.3,1045.0,1019.2,1022.5,1004.6154,102361,0.0,1.0
28,2022-09-26,1025.3,1052.0,1013.05,1033.7,1015.6195,288479,0.0,1.0
29,2022-09-23,1044.95,1049.6,1022.2,1035.1,1016.9951,152171,0.0,1.0
30,2022-09-22,1052.0,1071.2,1042.55,1048.8,1030.4554,387703,0.0,1.0
31,2022-09-21,1045.0,1067.15,1045.0,1060.05,1041.5087,145412,0.0,1.0
32,2022-09-20,1050.55,1065.1,1050.1,1055.6,1037.1365,80770,0.0,1.0
33,2022-09-19,1035.0,1051.45,1022.95,1039.5,1021.3181,682939,0.0,1.0
34,2022-09-16,1058.0,1074.9,1028.0,1034.3,1016.209,134976,0.0,1.0
35,2022-09-15,1115.8,1135.0,1078.0,1082.45,1063.5169,217144,0.0,1.0
36,2022-09-14,1102.0,1121.1,1096.0,1117.45,1097.9047,230932,0.0,1.0
